Entry ID,Jurisdiction ,Date announced,Date implemented,Intervention category,Intervention type,Intervention summary,"Primary source
(news release or specific resource)",Secondary source,Level,"Indigenous 
population group"
NT089,N.W.T.,2020-06-12,2020-06-12,Openings,Openings — recreation,"Who: Government of the Northwest Territories
What: Permitted indoor sports and day programming to resume and movie theatres to open, provided there are fewer than 25 people indoors. Outdoor tourism operators and sports leagues, small concerts and bingos that operate outdoors can now accommodate up to 50 people. Pools permitted to open to train staff only. 
Effective until: ",https://www.gov.nt.ca/en/newsroom/phase-two-emerging-wisely-launches-travel-restrictions-amended,https://www.gov.nt.ca/covid-19/en/services/relaxing-phase-2-next-steps-current-phase,Provincial/territorial,No
NT090,N.W.T.,2020-06-12,2020-06-12,Openings,Openings — non-essential services,"Who: Government of the Northwest Territories
What: Permitted dine-in restaurants, bars and lounges, places of worship, and community/youth centres to open with a 25-person capacity. Offices can also open with a capacity of 25 people per floor. Personal service establishments are permitted to expand capacity on a case-by-case basis. Outdoor farmers' markets can open with a 50-person capacity.
Effective until: ",https://www.gov.nt.ca/en/newsroom/phase-two-emerging-wisely-launches-travel-restrictions-amended,https://www.gov.nt.ca/covid-19/en/services/relaxing-phase-2-next-steps-current-phase,Provincial/territorial,No
NT091,N.W.T.,2020-06-12,2020-06-12,Travel,Travel — restrictions,"Who: Government of the Northwest Territories
What: Formed a 2-territory travel bubble with Nun., allowing N.W.T. residents to enter Nun. for non-essential travel, and vice versa, once Nun. has completed the requisite changes to its public health orders. Residents must not have travelled outside of Nun. and N.W.T. in the past 2 weeks.
Effective until: ",https://www.gov.nt.ca/en/newsroom/phase-two-emerging-wisely-launches-travel-restrictions-amended,Not applicable,Provincial/territorial,No
NT093,N.W.T.,2020-06-05,2020-06-05,Travel,Travel — restrictions,"Who: Government of the Northwest Territories
What: Re-established a checkpoint for screening at Fort Smith (Alta. border) to address concerns of increased summer travel into N.W.T.; all other border cities remain unrestricted
Effective until: 
",https://www.gov.nt.ca/en/newsroom/checkpoint-re-established-fort-smith,Not applicable,Provincial/territorial,No
NT096,N.W.T.,2020-05-15,2020-05-15,Openings,Openings — health services ,"Who: Government of the Northwest Territories
What: Permitted health services, including massage therapy and chiropractic services, to open
Effective until:",https://www.gov.nt.ca/en/newsroom/phase-one-eased-public-health-measures-begins,https://www.gov.nt.ca/sites/flagship/files/documents/emerging_wisely.pdf,Provincial/territorial,No
NT097,N.W.T.,2020-05-20,No data,Health services,Health services — resumed medical procedures,"Who: Northwest Territories Health and Social Services Authority 
What: Rescheduling non-urgent and non-emergency surgeries; full capacity expected by June
Effective until:",Not applicable,https://nnsl.com/yellowknifer/elective-surgeries-expected-to-resume-at-full-capacity-by-june/,Provincial/territorial,No
NT098,N.W.T.,2020-03-19,2020-03-19,Closures,Closures — health services,"Who: Northwest Territories Health and Social Services Authority 
What: Closed community health centres to non-essential services; limited physiotherapy, occupational therapy, speech-language pathology and audiology services to emergency service only 
Effective until:",https://www.nthssa.ca/en/newsroom/public-notice-nthssa-service-changes-march-19-2020,Not applicable,Provincial/territorial,No
NT099,N.W.T.,2020-05-15,2020-05-15,Public information,Public information — phase and alert level changes,"Who: Government of the Northwest Territories
What: All regions in territory entered Relaxing Phase 1 of the ""Emerging Wisely"" reopening plan. 
Effective until: 2020-06-11",https://www.gov.nt.ca/covid-19/sites/covid/files/resources/emerging_wisely_v16_fnl.pdf,https://www.gov.nt.ca/covid-19/en/services/relaxing-phase-1-first-steps,Provincial/territorial,No
NT100,N.W.T.,2020-06-12,2020-06-12,Public information,Public information — phase and alert level changes,"Who: Government of the Northwest Territories
What: All regions in territory entered Relaxing Phase 2 of the ""Emerging Wisely"" reopening plan. 
Effective until:",https://www.gov.nt.ca/covid-19/sites/covid/files/resources/emerging_wisely_v16_fnl.pdf,https://www.gov.nt.ca/covid-19/en/services/relaxing-phase-2-next-steps-current-phase,Provincial/territorial,No
NT101,N.W.T.,2020-06-23,2020-06-24,State of emergency,State of emergency,"Who: Government of the Northwest Territories
What: Extended the territorial state of emergency 
Effective until: 2020-07-08",https://www.gov.nt.ca/en/newsroom/gnwt-extends-territorial-public-health-emergency-and-state-emergency-3,Not applicable,Provincial/territorial,No
NT102,N.W.T.,2020-07-03,2020-07-03,Openings,Openings — education,"Who: Government of the Northwest Territories
What: Released plan and safety guidance, entitled  ""Reopening Schools Safely: Planning for the 2020-2021 School Year,"" for elementary, middle and high schools to return to school in the fall: a tentative plan for full-time in-person learning for K-6 and a possibility for a blended approach for 7-12.
Effective until:",https://www.gov.nt.ca/en/newsroom/gnwt-releases-reopening-schools-safely-plan-2020-2021-school-year,https://www.gov.nt.ca/covid-19/sites/covid/files/resources/reopening_nwt_schools_safely_plan_for_2020-21_eng.pdf,Provincial/territorial,No
NT103,N.W.T.,2020-07-07,2020-07-08,State of emergency,State of emergency,"Who: Government of the Northwest Territories
What: Extended the public health state of emergency
Effective until: 2020-07-21",https://www.gov.nt.ca/en/newsroom/gnwt-extends-territorial-public-health-emergency,Not applicable,Provincial/territorial,No
NT104,N.W.T.,2020-07-07,2020-07-08,State of emergency,State of emergency,"Who: Government of the Northwest Territories
What: Territorial state of emergency expired and not renewed
Effective until:",https://www.gov.nt.ca/en/newsroom/gnwt-extends-territorial-public-health-emergency,https://www.cbc.ca/news/canada/north/nwt-state-of-emergency-ends-1.5640480,Provincial/territorial,No
NT105,N.W.T.,2020-07-10,2020-07-14,Openings,Openings — non-essential services,"Who: Government of the Northwest Territories
What: Reopened Driver and Motor Vehicle offices for in-person services but encouraged the continued use of online services
Effective until:",https://www.gov.nt.ca/en/newsroom/government-operated-dmv-offices-reopening-person-services-july-14-2020,Not applicable,Provincial/territorial,No
NT107,N.W.T.,2020-07-23,2020-07-21,State of emergency,State of emergency,"Who: Government of the Northwest Territories
What: Extended the public health state of emergency
Effective until: 2020-08-05",https://www.gov.nt.ca/en/newsroom/gnwt-extends-public-health-emergency,https://www.cbc.ca/news/canada/north/public-health-emergency-extended-july-23-1.5660428,Provincial/territorial,No
NT108,N.W.T.,2020-08-05,2020-08-05,State of emergency,State of emergency,"Who: Government of the Northwest Territories
What: Extended the public health state of emergency
Effective until: 2020-08-18",https://www.gov.nt.ca/en/newsroom/public-health-emergency-extended-through-august-18,Not applicable,Provincial/territorial,No
NT109,N.W.T.,2020-07-03,2020-06-29,Health services,Health services — visitors,"Who: Health and Social Services Authority
What: Permitted residents of long-term care homes to have 1 visitor over 18 years of age, per resident; a maximum of 5 visitors allowed in facilities at once
Effective until: ",https://www.nthssa.ca/en/newsroom/public-notice-updates-long-term-care-services-and-elders-day-programs,Not applicable,Provincial/territorial,No
NT110,N.W.T.,2020-06-19,2020-06-19,Health services,Health services — visitors,"Who: Health and Social Services Authority
What: Permitted visitation to acute care sites, including obstetrics and pediatrics, for up to 2 visitors per stay; palliative care patients permitted up to 2 visitors at any time; outpatients permitted 1 visitor or support person, with the exception of pediatric patients, who are permitted 2
Effective until: ",https://www.nthssa.ca/en/newsroom/public-notice-nthssa-service-changes-updates-visitation-medical-travel-and-service-levels-0,Not applicable,Provincial/territorial,No
NT111,N.W.T.,2020-06-19,2020-06-19,Health services,Health services — resumed medical procedures,"Who: Health and Social Services Authority
What: Travelling clinics for specialist care, rehab care and eye care resuming at regional hubs in Inuvik, Yellowknife, Behchoko, Fort Simpson, Fort Smith, Hay River and Norman Wells
Effective until:",https://www.nthssa.ca/en/newsroom/public-notice-nthssa-service-changes-updates-visitation-medical-travel-and-service-levels-0,Not applicable,Provincial/territorial,No
NT112,N.W.T.,2020-06-23,2020-06-24,State of emergency,State of emergency,"Who: Government of the Northwest Territories
What: Extended the public health state of emergency
Effective until: 2020-07-08",https://www.gov.nt.ca/en/newsroom/gnwt-extends-territorial-public-health-emergency-and-state-emergency-3,Not applicable,Provincial/territorial,No
NT113,N.W.T.,2020-06-12,2020-06-12,Travel,Travel — self-isolation,"Who: Government of the Northwest Territories
What: Formed a 2-territory travel bubble with Nun., allowing N.W.T. residents to enter Nun. without self-isolating for 14 days; residents must not have travelled outside of Nun. and N.W.T. in the past 2 weeks
Effective until: ",https://www.gov.nt.ca/en/newsroom/phase-two-emerging-wisely-launches-travel-restrictions-amended,Not applicable,Provincial/territorial,No
NU001,Nun.,2020-03-04,No data,Public information,Public information — launch of web page/resource,"Who: Minister of Health
What: Launched a dedicated government web page for COVID-19
Effective until:",https://www.gov.nu.ca/health/news/coronavirus-travellers-remain-vigilant,Not applicable,Provincial/territorial,No
NU002,Nun.,2020-03-13,2020-03-13,Distancing,Distancing — gatherings,"Who: Minister of Health
What: Recommendation that mass gatherings be avoided 
Effective until:",https://www.gov.nu.ca/health/news/government-nunavut-response-covid-19,Not applicable,Provincial/territorial,No
NU003,Nun.,2020-03-15,2020-03-15,Travel,Travel — self-isolation,"Who: Department of Health
What: Travellers returning to Nun. from outside Nun. are required to self-isolate for 14 days.
Effective until:",https://gov.nu.ca/health/information/covid-19-novel-coronavirus,Not applicable,Provincial/territorial,No
NU004,Nun.,2020-03-16,2020-03-16,Closures,Closures — daycares,"Who: Government of Nunavut, Premier
What: Schools and daycares are closed for minimum 3 weeks. 
Effective until: 2020-04-06",https://www.gov.nu.ca/health/news/temporary-nunavut-wide-school-and-daycare-closures-precaution-covid-19,Not applicable,Provincial/territorial,No
NU005,Nun.,2020-03-16,2020-03-16,Distancing,Distancing — work from home,"Who: Government of Nunavut; Workers' Safety and Compensation Commission 
What: Initiated work-from-home procedures where necessary (e.g., workers with children at home, workers with symptoms or contact with symptomatic individuals)
Effective until:",https://www.gov.nu.ca/health/news/temporary-nunavut-wide-school-and-daycare-closures-precaution-covid-19,https://www.wscc.nt.ca/news/coronavirus-covid-19-%E2%80%93-update-employers-and-workers,Provincial/territorial,No
NU006,Nun.,No data,2020-03-16,Contextual information,Contextual information — holiday,"Who: Nunavut Schools
What: Spring breaks in Nun. vary by region. 
Effective until: 2020-04-17",https://www.gov.nu.ca/sites/default/files/2019-2020_nunavut_territorial_school_calendar_english__0.pdf,Not applicable,Provincial/territorial,No
